timestamp,error_x,error_y,pan_angle,tilt_angle,delta_pan,delta_tilt
1770647995.4481409,0,0,86.56,86.5,0,0
1770647995.6985614,0,0,86.56,86.5,0,0
1770647995.9478536,0,0,86.56,86.5,0,0
1770647996.198561,0,0,86.56,86.5,0,0
1770647996.4480042,0,0,86.56,86.5,0,0
1770647996.6989002,0,0,86.56,86.5,0,0
1770647996.948063,77,0,83.66,86.5,-2.8927,0.0
1770647997.1991465,71,0,82.01,86.5,-1.6521,0.0
1770647997.4480186,0,0,82.01,86.5,0,0
1770647997.6996188,0,0,82.01,86.5,0,0
1770647997.9497504,41,0,81.58,86.5,-0.4308,0.0
1770647998.1996078,-26,0,84.58,86.5,3,0.0
1770647998.448679,0,0,84.58,86.5,0,0
1770647998.699809,0,0,84.58,86.5,0,0
1770647998.9486992,0,0,84.58,86.5,0,0
1770647999.1994753,0,0,84.58,86.5,0,0
1770647999.4483535,0,0,84.58,86.5,0,0
1770647999.6996763,0,0,84.58,86.5,0,0
1770647999.9487329,0,0,84.58,86.5,0,0
1770648000.199701,0,0,84.58,86.5,0,0
1770648000.4489775,0,0,84.58,86.5,0,0
1770648000.7003968,0,0,84.58,86.5,0,0
1770648000.9493172,-36,0,85.73,86.5,1.1527,0.0
1770648001.1999032,-28,0,85.93,86.5,0.2018,0.0
1770648001.4499497,0,0,85.93,86.5,0,0
1770648001.6997204,0,0,85.93,86.5,0,0
1770648001.9507565,0,0,85.93,86.5,0,0
1770648002.1999884,64,0,82.93,86.5,-3,0.0
1770648002.4502246,48,25,82.77,89.25,-0.1614,2.7478
1770648002.7008128,42,0,81.99,87.25,-0.7811,-1.9954
1770648002.9499161,0,0,81.99,87.25,0,0
1770648003.2011337,-47,0,84.99,87.25,3,0.0
1770648003.4503272,-31,0,84.64,87.25,-0.3535,0.0
1770648003.7003856,0,0,84.64,87.25,0,0
1770648003.950521,0,0,84.64,87.25,0,0
1770648004.2007253,0,0,84.64,87.25,0,0
1770648004.4503675,66,0,81.64,87.25,-3,0.0
1770648004.70155,51,0,81.3,87.25,-0.3363,0.0
1770648004.9503837,0,0,81.3,87.25,0,0
1770648005.202023,45,0,80.19,87.25,-1.1102,0.0
1770648005.4508438,-47,0,83.19,87.25,3,0.0
1770648005.7016869,-41,0,83.94,87.25,0.7519,0.0
1770648005.9513,-34,0,84.4,87.25,0.4588,0.0
1770648006.2013924,-34,0,85.42,87.25,1.02,0.0
1770648006.4514775,0,0,85.42,87.25,0,0
1770648006.7016292,0,0,85.42,87.25,0,0
1770648006.951935,0,0,85.42,87.25,0,0
1770648007.201735,0,0,85.42,87.25,0,0
1770648007.4513855,0,0,85.42,87.25,0,0
1770648007.701377,0,0,85.42,87.25,0,0
1770648007.9537911,0,0,85.42,87.25,0,0
1770648008.2019005,0,0,85.42,87.25,0,0
1770648008.452767,-69,-31,87.8,86.05,2.3809,-1.2054
1770648008.7020218,37,0,84.8,88.53,-3,2.487
1770648008.953359,41,0,83.25,88.53,-1.5483,0.0
1770648009.202544,-77,-33,86.25,85.53,3,-3
1770648009.452816,0,0,86.25,85.53,0,0
1770648009.7023094,-73,0,88.28,86.86,2.0299,1.3206
1770648009.9526255,-56,0,88.61,86.86,0.3224,0.0
1770648010.2030478,-55,-29,90.18,83.86,1.5701,-3
1770648010.4539318,0,0,90.18,83.86,0,0
1770648010.7025683,-42,0,90.92,85.02,0.7395,1.1611
1770648010.953556,-40,0,91.96,85.02,1.0406,0.0
1770648011.2028368,-50,0,94.26,85.02,2.3023,0.0
1770648011.4537873,-30,0,93.57,85.02,-0.6931,0.0
1770648011.7027974,-27,0,94.14,85.02,0.569,0.0
1770648011.953847,-27,0,94.95,85.02,0.81,0.0
1770648012.2033505,0,0,94.95,85.02,0,0
1770648012.4533513,0,0,94.95,85.02,0,0
1770648012.7032313,0,0,94.95,85.02,0,0
1770648012.9535196,35,0,92.65,85.02,-2.2906,0.0
1770648013.2036812,32,0,91.93,85.02,-0.7203,0.0
1770648013.4544191,34,0,90.76,85.02,-1.1796,0.0
1770648013.7037306,32,0,89.96,85.02,-0.7996,0.0
1770648013.9536777,0,0,89.96,85.02,0,0
1770648014.2049859,0,0,89.96,85.02,0,0
1770648014.4537027,0,0,89.96,85.02,0,0
1770648014.704705,-32,0,92.19,85.02,2.2389,0.0
1770648014.954136,0,0,92.19,85.02,0,0
1770648015.2038515,0,0,92.19,85.02,0,0
1770648015.4546118,0,0,92.19,85.02,0,0
1770648015.7038405,0,0,92.19,85.02,0,0
1770648015.9544353,0,0,92.19,85.02,0,0
1770648016.204369,0,0,92.19,85.02,0,0
1770648016.4540017,0,0,92.19,85.02,0,0
1770648016.704593,0,0,92.19,85.02,0,0
1770648016.9557846,0,0,92.19,85.02,0,0
1770648017.2050493,0,0,92.19,85.02,0,0
1770648017.453706,0,0,92.19,85.02,0,0
1770648017.7047334,0,0,92.19,85.02,0,0
1770648017.9550028,0,0,92.19,85.02,0,0
1770648018.2052717,0,0,92.19,85.02,0,0
1770648018.454842,0,0,92.19,85.02,0,0
1770648018.7047718,0,0,92.19,85.02,0,0
1770648018.9561396,0,0,92.19,85.02,0,0
1770648019.2048206,0,0,92.19,85.02,0,0
1770648019.4553623,0,0,92.19,85.02,0,0
1770648019.7053425,0,0,92.19,85.02,0,0
1770648019.9556227,0,0,92.19,85.02,0,0
1770648020.2057662,0,0,92.19,85.02,0,0
1770648020.4553916,0,0,92.19,85.02,0,0
1770648020.7059028,0,0,92.19,85.02,0,0
1770648020.9572349,0,0,92.19,85.02,0,0
1770648021.20625,0,0,92.19,85.02,0,0
1770648021.4559808,0,0,92.19,85.02,0,0
1770648021.7069602,0,0,92.19,85.02,0,0
1770648021.9558744,0,0,92.19,85.02,0,0
1770648022.2069097,0,0,92.19,85.02,0,0
1770648022.4558275,0,0,92.19,85.02,0,0
1770648022.7063625,0,0,92.19,85.02,0,0
1770648022.956358,0,0,92.19,85.02,0,0
1770648023.2066102,0,0,92.19,85.02,0,0
1770648023.4572349,-26,0,92.96,85.02,0.7663,0.0
1770648023.7067075,0,0,92.96,85.02,0,0
1770648023.9572086,0,0,92.96,85.02,0,0
1770648024.20717,0,0,92.96,85.02,0,0
1770648024.4574103,0,0,92.96,85.02,0,0
1770648024.7068374,0,0,92.96,85.02,0,0
1770648024.9575522,0,0,92.96,85.02,0,0
1770648025.2071905,0,0,92.96,85.02,0,0
1770648025.4577303,0,0,92.96,85.02,0,0
1770648025.7070997,0,0,92.96,85.02,0,0
1770648025.957645,0,0,92.96,85.02,0,0
1770648026.2078958,0,0,92.96,85.02,0,0
1770648026.4578402,0,0,92.96,85.02,0,0
1770648026.7081923,0,0,92.96,85.02,0,0
1770648026.9576585,26,0,91.88,85.02,-1.0771,0.0
1770648027.2084982,30,0,90.66,85.02,-1.2191,0.0
1770648027.4582994,27,0,90.09,85.02,-0.5699,0.0
1770648027.7076404,0,0,90.09,85.02,0,0
1770648027.958529,27,0,89.28,85.02,-0.81,0.0
1770648028.2084205,28,0,88.36,85.02,-0.92,0.0
1770648028.458672,25,0,87.85,85.02,-0.5101,0.0
1770648028.7086577,0,0,87.85,85.02,0,0
1770648028.9581645,0,-25,88.86,83.27,1.001,-1.751
1770648029.2098777,0,-32,88.86,81.75,-0.0,-1.5162
1770648029.459304,68,0,85.86,84.32,-3,2.5657
1770648029.7091453,54,0,85.36,84.32,-0.5001,0.0
1770648029.9585187,0,-25,88.36,81.56,3,-2.7561
1770648030.2090464,0,0,88.36,81.56,0,0
1770648030.4583786,0,0,88.36,81.56,0,0
1770648030.7087483,0,0,88.36,81.56,0,0
1770648030.9587436,0,0,88.36,81.56,0,0
1770648031.209789,0,0,88.36,81.56,0,0
1770648031.4586976,0,0,88.36,81.56,0,0
1770648031.7099009,0,0,88.36,81.56,0,0
1770648031.9588165,0,0,88.36,81.56,0,0
1770648032.2098079,0,0,88.36,81.56,0,0
1770648032.4590976,0,0,88.36,81.56,0,0
1770648032.7101362,0,0,88.36,81.56,0,0
1770648032.9590898,0,0,88.36,81.56,0,0
1770648033.2103453,0,0,88.36,81.56,0,0
1770648033.459291,0,0,88.36,81.56,0,0
1770648033.7096138,0,0,88.36,81.56,0,0
1770648033.959672,0,0,88.36,81.56,0,0
1770648034.209932,56,0,86.41,81.68,-1.9434,0.1176
1770648034.4596436,-38,0,89.41,81.68,3,0.0
1770648034.7105262,-31,0,89.78,81.68,0.3722,0.0
1770648034.9596453,-25,0,90.05,81.68,0.2683,0.0
1770648035.2102425,76,0,87.05,81.68,-3,0.0
1770648035.4603665,0,0,87.05,81.68,0,0
1770648035.710955,0,0,87.05,81.68,0,0
1770648035.960454,0,0,87.05,81.68,0,0
1770648036.210548,0,0,87.05,81.68,0,0
1770648036.461242,0,0,87.05,81.68,0,0
1770648036.7103958,0,0,87.05,81.68,0,0
1770648036.961056,0,0,87.05,81.68,0,0
1770648037.210966,-42,0,89.49,81.68,2.4396,0.0
1770648037.4611404,-36,0,90.09,81.68,0.6006,0.0
1770648037.710852,-26,0,90.07,81.68,-0.0209,0.0
1770648037.9614131,56,0,87.07,81.68,-3,0.0
1770648038.2108467,0,0,87.07,81.68,0,0
1770648038.4616482,0,0,87.07,81.68,0,0
1770648038.7112799,54,0,85.51,81.68,-1.5667,0.0
1770648038.9616659,-39,0,88.51,81.68,3,0.0
1770648039.2120996,-45,0,90.33,81.68,1.8292,0.0
1770648039.461747,33,0,87.33,81.68,-3,0.0
1770648039.7118685,75,0,84.33,81.68,-3,0.0
1770648039.9613853,73,0,82.3,81.68,-2.0297,0.0
1770648040.212645,47,0,82.96,81.68,0.6586,0.0
1770648040.4610667,0,0,82.96,81.68,0,0
1770648040.7122595,0,0,82.96,81.68,0,0
1770648040.9616776,0,0,82.96,81.68,0,0
1770648041.2130554,-107,0,85.96,81.68,3,0.0
1770648041.4622457,-46,30,82.96,84.68,-3,3
1770648041.713022,0,0,82.96,84.68,0,0
1770648041.9626257,-111,0,85.96,83.48,3,-1.1991
1770648042.212745,0,0,85.96,83.48,0,0
1770648042.4632945,-52,0,85.17,83.48,-0.7963,0.0
1770648042.7134497,-37,0,85.08,83.48,-0.0893,0.0
1770648042.962815,-36,0,86.08,83.48,0.9998,0.0
1770648043.2130563,-36,0,87.16,83.48,1.08,0.0
1770648043.463209,-25,0,87.03,83.48,-0.129,0.0
1770648043.7127337,0,0,87.03,83.48,0,0
1770648043.9631922,0,26,86.03,85.3,-1.0004,1.8204
1770648044.213226,-36,0,89.03,83.22,3,-2.0792
1770648044.4641132,-70,0,92.03,83.22,3,0.0
1770648044.7136412,-100,25,95.03,85.97,3,2.7538
1770648044.9635525,-112,0,98.03,83.97,3,-2.0008
1770648045.2136655,-118,0,101.03,83.97,3,0.0
1770648045.463975,-109,0,103.58,83.97,2.5509,0.0
1770648045.7147627,-84,0,104.11,83.97,0.5273,0.0
1770648045.9638274,65,0,101.11,83.97,-3,0.0
1770648046.2149026,-43,28,104.11,86.97,3,3
1770648046.464211,0,0,104.11,86.97,0,0
1770648046.7149293,111,0,101.11,85.85,-3,-1.1199
1770648046.9641662,46,0,104.11,85.85,3,0.0
1770648047.2147057,67,0,101.11,85.85,-3,0.0
1770648047.4651048,92,0,98.11,85.85,-3,0.0
1770648047.7150636,52,0,99.75,85.85,1.6405,0.0
1770648047.9640048,61,0,97.19,85.85,-2.553,0.0
1770648048.2154098,81,0,94.19,85.85,-3,0.0
1770648048.4647534,83,0,91.54,85.85,-2.6504,0.0
1770648048.71559,59,0,91.69,85.85,0.1427,0.0
1770648048.964256,55,0,90.36,85.85,-1.3281,0.0
1770648049.2146752,49,0,89.37,85.85,-0.991,0.0
1770648049.464992,45,0,88.34,85.85,-1.0303,0.0
1770648049.7156441,44,0,87.1,85.85,-1.2402,0.0
1770648049.964621,34,0,86.88,85.85,-0.2171,0.0
1770648050.2157364,30,0,86.3,85.85,-0.5814,0.0
1770648050.4653628,27,0,85.73,85.85,-0.5695,0.0
1770648050.7159586,0,0,85.73,85.85,0,0
1770648050.9650216,0,0,85.73,85.85,0,0
1770648051.2162926,0,-39,86.45,83.64,0.7191,-2.2087
1770648051.46588,0,-47,86.45,81.59,-0.0,-2.051
1770648051.715942,0,0,86.45,81.59,0,0
1770648051.9653091,-25,0,88.2,83.47,1.7512,1.882
1770648052.215973,0,-30,86.2,80.47,-1.9947,-3
1770648052.4658139,0,0,86.2,80.47,0,0
1770648052.7164557,0,0,86.2,80.47,0,0
1770648052.9656625,0,0,86.2,80.47,0,0
1770648053.2157917,0,0,86.2,80.47,0,0
1770648053.4664018,0,0,86.2,80.47,0,0
1770648053.7155619,0,0,86.2,80.47,0,0
1770648053.9665344,0,0,86.2,80.47,0,0
1770648054.2164516,0,0,86.2,80.47,0,0
1770648054.4662063,0,0,86.2,80.47,0,0
1770648054.7172773,29,-216,85.1,77.47,-1.1019,-3
1770648054.966262,34,-211,83.68,74.47,-1.4216,-3
1770648055.2174823,0,-221,86.39,71.47,2.7068,-3
1770648055.4661276,-57,-183,89.39,69.04,3,-2.4336
1770648055.71779,0,0,89.39,69.04,0,0
1770648055.9663608,0,0,89.39,69.04,0,0
1770648056.2172766,0,0,89.39,69.04,0,0
1770648056.4670067,0,0,89.39,69.04,0,0
1770648056.7182055,63,83,86.39,72.04,-3,3
1770648056.9669082,0,64,89.39,72.43,3,0.3921
1770648057.2179847,27,66,86.43,74.57,-2.9608,2.1393
1770648057.4666445,0,0,86.43,74.57,0,0
1770648057.7182357,0,41,87.51,74.8,1.0795,0.2305
1770648057.9673197,-39,37,90.51,75.59,3,0.7888
1770648058.2179983,-33,33,91.02,76.26,0.5115,0.671
1770648058.4678242,-27,28,91.35,76.7,0.3294,0.4395
1770648058.7185874,0,29,89.19,77.65,-2.1534,0.9498
1770648058.9678583,78,0,86.19,75.32,-3,-2.3267
1770648059.2183447,0,0,86.19,75.32,0,0
1770648059.4678116,-30,29,89.19,77.35,3,2.0301
1770648059.718141,0,0,89.19,77.35,0,0
1770648059.96777,-38,0,90.65,76.19,1.46,-1.1601
1770648060.2188342,-30,0,90.92,76.19,0.263,0.0
1770648060.468085,-26,0,91.38,76.19,0.459,0.0
1770648060.7192822,0,0,91.38,76.19,0,0
1770648060.9680429,0,0,91.38,76.19,0,0
1770648061.2189422,0,0,91.38,76.19,0,0
1770648061.4685326,0,0,91.38,76.19,0,0
1770648061.7196636,0,0,91.38,76.19,0,0
1770648061.9688091,0,0,91.38,76.19,0,0
1770648062.2183995,0,0,91.38,76.19,0,0
1770648062.4687734,0,0,91.38,76.19,0,0
1770648062.7186193,0,0,91.38,76.19,0,0
1770648062.9695032,0,0,91.38,76.19,0,0
1770648063.2188487,0,0,91.38,76.19,0,0
1770648063.4700327,0,0,91.38,76.19,0,0
1770648063.7198555,0,0,91.38,76.19,0,0
1770648063.9692369,0,0,91.38,76.19,0,0
1770648064.2196114,0,0,91.38,76.19,0,0
1770648064.4703906,0,0,91.38,76.19,0,0
1770648064.7192502,0,0,91.38,76.19,0,0
1770648064.970111,0,26,91.26,77.09,-0.1155,0.8955
1770648065.219429,0,0,91.26,77.09,0,0
1770648065.470261,0,0,91.26,77.09,0,0
1770648065.7193623,0,38,91.26,78.55,-0.0,1.4604
1770648065.9710164,0,40,91.26,79.91,-0.0,1.359
1770648066.2193978,0,51,91.26,82.33,-0.0,2.4157
1770648066.4712396,0,30,91.26,81.56,-0.0,-0.767
1770648066.7200112,-33,31,94.26,82.57,3,1.0104
1770648066.9707258,0,0,94.26,82.57,0,0
1770648067.2202919,0,27,92.94,83.22,-1.3193,0.6501
1770648067.4706872,0,0,92.94,83.22,0,0
1770648067.720238,0,0,92.94,83.22,0,0
1770648067.971078,140,0,89.94,82.5,-3,-0.7192
1770648068.2209888,182,0,86.94,82.5,-3,0.0
1770648068.4705713,174,0,83.94,82.5,-3,0.0
1770648068.7214642,166,0,80.94,82.5,-3,0.0
1770648068.9719245,161,25,77.94,85.25,-3,2.7464
1770648069.221352,159,0,74.94,83.24,-3,-2.0046
1770648069.471585,152,0,71.94,83.24,-3,0.0
1770648069.7211542,131,0,69.69,83.24,-2.2472,0.0
1770648069.9721928,122,0,66.75,83.24,-2.9429,0.0
1770648070.2211294,88,0,66.84,83.24,0.0903,0.0
1770648070.47199,72,0,65.96,83.24,-0.8844,0.0
1770648070.7212462,52,0,66.0,83.24,0.0448,0.0
1770648070.977521,0,-34,69.0,80.24,3,-3
1770648071.225234,0,0,69.0,80.24,0,0
1770648071.4715276,0,0,69.0,80.24,0,0
1770648071.7290409,0,0,69.0,80.24,0,0
1770648071.970479,0,0,69.0,80.24,0,0
1770648072.219526,0,0,69.0,80.24,0,0
1770648072.4718218,0,0,69.0,80.24,0,0
1770648072.7215776,0,0,69.0,80.24,0,0
1770648072.9701383,0,0,69.0,80.24,0,0
1770648073.2202332,0,0,69.0,80.24,0,0
1770648073.4700289,0,0,69.0,80.24,0,0
1770648073.728781,0,0,69.0,80.24,0,0
1770648073.9740918,0,0,69.0,80.24,0,0
1770648074.2203476,0,0,69.0,80.24,0,0
1770648074.4707088,0,0,69.0,80.24,0,0
1770648074.720302,-26,0,69.92,80.42,0.9189,0.1817
1770648074.9701052,-28,0,70.92,80.42,1.0002,0.0
1770648075.2220836,-31,0,72.09,80.42,1.1681,0.0
1770648075.472642,0,0,72.09,80.42,0,0
1770648075.7207117,0,0,72.09,80.42,0,0
1770648075.9710891,0,34,71.26,82.35,-0.8278,1.9279
1770648076.2205703,0,33,71.26,83.26,-0.0,0.9099
1770648076.4714246,0,37,71.26,84.69,-0.0,1.429
1770648076.7213187,0,31,71.26,85.14,-0.0,0.45
1770648076.9732993,0,26,71.26,85.52,-0.0,0.3831
1770648077.2252684,0,0,71.26,85.52,0,0
1770648077.4777238,0,0,71.26,85.52,0,0
1770648077.7247965,0,0,71.26,85.52,0,0
1770648077.9736118,0,0,71.26,85.52,0,0
1770648078.2246594,0,0,71.26,85.52,0,0
1770648078.4736862,0,0,71.26,85.52,0,0
1770648078.7246346,0,0,71.26,85.52,0,0
1770648078.9739208,0,0,71.26,85.52,0,0
1770648079.224634,0,0,71.26,85.52,0,0
1770648079.4742537,0,0,71.26,85.52,0,0
1770648079.724184,0,0,71.26,85.52,0,0
1770648079.97411,0,0,71.26,85.52,0,0
1770648080.2233827,0,0,71.26,85.52,0,0
1770648080.474262,0,0,71.26,85.52,0,0
1770648080.7255862,0,0,71.26,85.52,0,0
1770648080.9737265,0,0,71.26,85.52,0,0
1770648081.2250783,0,43,71.26,86.89,-0.0,1.37
1770648081.474617,0,37,71.26,87.52,-0.0,0.6294
1770648081.7262297,0,0,71.26,87.52,0,0
1770648081.9749491,0,0,71.26,87.52,0,0
1770648082.2250526,0,0,71.26,87.52,0,0
1770648082.4757874,-26,0,72.56,86.78,1.2995,-0.7392
1770648082.7254667,-30,0,73.78,86.78,1.2204,0.0
1770648082.9753184,0,0,73.78,86.78,0,0
